,date,incident_id,state,n_killed,n_injured,total
156,2013-08-02,491416,New Jersey,2,3,5
2502,2014-01-16,97365,Utah,5,0,5
56146,2015-02-01,287031,New York,1,4,5
109,2013-06-23,489061,Tennessee,1,4,5
56630,2015-02-06,290098,Oklahoma,1,4,5
28357,2014-07-26,164513,Maine,5,0,5
28434,2014-07-27,165089,Missouri,0,5,5
60824,2015-03-14,306897,Georgia,0,5,5
60759,2015-03-13,305907,Mississippi,2,3,5
28596,2014-07-28,165856,Pennsylvania,1,4,5
199130,2017-07-19,894197,Texas,2,3,5
199183,2017-07-19,893690,Virginia,0,5,5
199533,2017-07-22,896149,Ohio,0,5,5
28977,2014-07-30,176329,North Carolina,3,2,5
60345,2015-03-10,304238,Georgia,0,5,5
86,2013-05-25,486998,Virginia,1,4,5
200498,2017-07-27,900387,Illinois,1,4,5
200752,2017-07-29,901083,New York,1,4,5
200856,2017-07-29,901000,North Carolina,2,3,5
98,2013-06-10,487670,Illinois,1,4,5
99,2013-06-14,487715,North Carolina,0,5,5
58428,2015-02-22,296215,Texas,4,1,5
29735,2014-08-03,169024,Tennessee,0,5,5
29766,2014-08-03,168786,Missouri,0,5,5
58386,2015-02-22,296121,Georgia,3,2,5
29791,2014-08-03,168844,Virginia,5,0,5
20730,2014-06-08,181998,Nevada,5,0,5
57714,2015-02-15,293883,California,0,5,5
29911,2014-08-04,169326,Georgia,0,5,5
20799,2014-06-08,144524,Florida,5,0,5
20801,2014-06-08,144565,Alabama,1,4,5
106,2013-06-21,488547,North Carolina,0,5,5
107,2013-06-22,488833,Maryland,1,4,5
201870,2017-08-04,906509,Montana,3,2,5
157,2013-08-03,491461,Michigan,0,5,5
32674,2014-08-20,178425,Tennessee,0,5,5
76,2013-05-15,486327,Michigan,1,4,5
211311,2017-10-01,945990,Kansas,3,2,5
199,2013-09-18,480470,Tennessee,1,4,5
269,2013-12-25,495588,New Jersey,3,2,5
35576,2014-09-06,186488,Georgia,0,5,5
41625,2014-10-14,205726,Georgia,3,2,5
202,2013-09-20,480605,Texas,5,0,5
211071,2017-09-29,945100,California,0,5,5
225108,2017-12-26,1014855,New Mexico,0,5,5
264,2013-12-21,495548,New Jersey,1,4,5
224914,2017-12-24,1014052,Alabama,1,4,5
262,2013-12-15,495530,Texas,0,5,5
41239,2014-10-11,204236,New York,0,5,5
225102,2017-12-26,1015336,Florida,0,5,5
40809,2014-10-08,203757,Oklahoma,1,4,5
36994,2014-09-15,191416,Louisiana,0,5,5
255,2013-11-30,495323,Michigan,0,5,5
23277,2014-06-26,151659,Wisconsin,0,5,5
219,2013-10-12,481029,Oklahoma,0,5,5
3260,2014-01-21,98836,New Jersey,2,3,5
248,2013-11-23,494155,Oklahoma,4,1,5
38828,2014-09-26,198064,South Carolina,1,4,5
239582,2018-03-31,1082273,New Jersey,0,5,5
22593,2014-06-21,150344,Tennessee,0,5,5
212206,2017-10-06,953156,Illinois,0,5,5
38898,2014-09-27,197287,Missouri,0,5,5
244,2013-11-20,494072,Texas,3,2,5
227,2013-10-26,492325,Arizona,5,0,5
242,2013-11-11,493882,New York,4,1,5
39488,2014-09-30,198488,Michigan,0,5,5
212685,2017-10-09,955268,Texas,0,5,5
234,2013-11-03,492985,California,0,5,5
198,2013-09-17,480462,Florida,0,5,5
35159,2014-09-04,185393,Michigan,0,5,5
195,2013-09-17,480394,California,2,3,5
191,2013-09-15,480104,Colorado,0,5,5
3822,2014-01-25,100434,Illinois,1,4,5
48425,2014-12-02,226983,Virginia,0,5,5
48285,2014-12-01,226466,West Virginia,5,0,5
224816,2017-12-24,1013983,Mississippi,0,5,5
48154,2014-11-30,226534,Tennessee,0,5,5
48071,2014-11-29,225903,Georgia,3,2,5
167,2013-08-11,491749,Virginia,1,4,5
47872,2014-11-27,226018,Texas,2,3,5
47394,2014-11-23,224131,Colorado,1,4,5
47337,2014-11-22,223651,Ohio,4,1,5
47314,2014-11-22,223799,South Dakota,4,1,5
174,2013-08-18,491898,South Carolina,1,4,5
23125,2014-06-25,151475,Massachusetts,0,5,5
176,2013-08-19,491965,Illinois,1,4,5
34460,2014-08-31,183432,California,0,5,5
181,2013-08-25,492276,Florida,4,1,5
46547,2014-11-16,221554,Ohio,1,4,5
208891,2017-09-17,935928,Virginia,1,4,5
45556,2014-11-08,217451,North Carolina,1,4,5
209516,2017-09-20,939482,Indiana,0,5,5
45418,2014-11-08,217831,California,0,5,5
209971,2017-09-23,940068,Illinois,0,5,5
210002,2017-09-23,939834,California,1,4,5
186,2013-09-10,479734,Connecticut,1,4,5
34756,2014-09-02,184507,California,0,5,5
44541,2014-11-01,214127,Washington,0,5,5
44129,2014-10-29,212884,Tennessee,0,5,5
34767,2014-09-02,185196,Mississippi,2,3,5
43279,2014-10-24,210151,California,2,3,5
28343,2014-07-26,163940,Tennessee,1,4,5
232,2013-10-29,492914,South Carolina,5,0,5
69760,2015-05-12,340280,Maryland,1,4,5
68317,2015-05-03,333750,Wisconsin,4,1,5
72872,2015-05-31,349976,Connecticut,0,5,5
68010,2015-05-01,332732,Wisconsin,2,3,5
44,2013-03-30,483835,California,3,2,5
20,2013-02-11,480327,Delaware,3,2,5
19,2013-02-11,480311,California,1,4,5
73637,2015-06-05,353382,Iowa,0,5,5
45,2013-03-31,483817,Washington,3,2,5
73692,2015-06-06,353037,Illinois,0,5,5
15,2013-02-02,479573,Tennessee,0,5,5
46,2013-04-06,483861,South Carolina,1,4,5
73729,2015-06-06,353536,New York,1,4,5
73910,2015-06-07,353854,Montana,5,0,5
66181,2015-04-18,325445,Pennsylvania,0,5,5
66139,2015-04-18,327341,Alabama,0,5,5
5507,2014-02-07,104721,Florida,0,5,5
192937,2017-06-15,868363,New Mexico,5,0,5
196372,2017-07-04,883015,Ohio,2,3,5
65810,2015-04-16,324424,Arizona,5,0,5
20029,2014-06-03,142818,Georgia,1,4,5
64198,2015-04-05,318297,Indiana,0,5,5
13,2013-01-26,479554,District of Columbia,0,5,5
21,2013-02-12,480344,Utah,4,1,5
223395,2017-12-15,1008310,California,0,5,5
74963,2015-06-13,357732,Georgia,1,4,5
72797,2015-05-31,350182,Georgia,3,2,5
194590,2017-06-24,874613,Florida,1,4,5
194577,2017-06-24,875322,New York,0,5,5
70657,2015-05-18,342589,Florida,1,4,5
33,2013-03-10,481237,Missouri,0,5,5
70416,2015-05-16,341465,Wisconsin,0,5,5
70363,2015-05-16,341232,Maryland,0,5,5
25219,2014-07-08,156468,Rhode Island,0,5,5
25169,2014-07-07,155876,Illinois,0,5,5
222627,2017-12-10,1005562,California,2,3,5
69698,2015-05-12,339229,Arizona,5,0,5
71734,2015-05-24,345681,Massachusetts,0,5,5
25041,2014-07-07,155943,California,1,4,5
195072,2017-06-27,877295,Illinois,0,5,5
25851,2014-07-12,157857,California,3,2,5
69321,2015-05-10,337855,Ohio,1,4,5
71809,2015-05-25,346097,Illinois,1,4,5
193527,2017-06-18,870095,Missouri,3,2,5
39,2013-03-17,482934,California,2,3,5
72396,2015-05-28,348620,Illinois,0,5,5
40,2013-03-17,482942,Florida,0,5,5
193403,2017-06-17,869357,Ohio,1,4,5
74939,2015-06-13,357701,New York,0,5,5
196368,2017-07-04,882321,Virginia,1,4,5
26099,2014-07-13,158306,Washington,0,5,5
24639,2014-07-05,158055,Illinois,0,5,5
56,2013-04-22,485746,Louisiana,0,5,5
63673,2015-04-02,316795,Maryland,0,5,5
4993,2014-02-03,103698,Indiana,3,2,5
7,2013-01-21,479374,Louisiana,0,5,5
6,2013-01-19,479363,New Mexico,5,0,5
1891,2014-01-12,95550,Alabama,0,5,5
60,2013-04-28,485874,North Carolina,0,5,5
74997,2015-06-13,357164,Ohio,4,1,5
54,2013-04-21,484333,Washington,5,0,5
24612,2014-07-04,154844,Virginia,0,5,5
221228,2017-11-30,998843,Michigan,1,4,5
64,2013-05-02,486005,New Jersey,0,5,5
66,2013-05-05,486056,California,0,5,5
24211,2014-07-02,156834,Pennsylvania,0,5,5
69,2013-05-11,486142,Indiana,5,0,5
72,2013-05-12,486153,Arizona,0,5,5
24776,2014-07-05,154971,Oregon,1,4,5
62176,2015-03-23,311922,Tennessee,1,4,5
196696,2017-07-05,883058,Maine,4,1,5
52,2013-04-14,484287,Kentucky,1,4,5
26178,2014-07-14,158387,California,1,4,5
64184,2015-04-05,318221,Kentucky,1,4,5
26163,2014-07-13,158589,Connecticut,0,5,5
12,2013-01-26,479561,Louisiana,2,3,5
145949,2016-09-11,652759,New Jersey,1,3,4
222954,2017-12-12,1006446,Texas,0,4,4
161099,2016-12-11,725338,North Carolina,0,4,4
214646,2017-10-21,965077,Florida,0,4,4
2956,2014-01-19,98411,Iowa,0,4,4
162929,2016-12-23,732941,North Carolina,0,4,4
163032,2016-12-23,732263,Alabama,1,3,4
145930,2016-09-11,652642,Indiana,3,1,4
162764,2016-12-22,731144,Texas,2,2,4
214639,2017-10-21,965756,Tennessee,0,4,4
212831,2017-10-10,956959,California,0,4,4
214590,2017-10-21,965066,Florida,0,4,4
146902,2016-09-17,657151,Indiana,2,2,4
9147,2014-03-14,115012,New York,0,4,4
163042,2016-12-23,732574,Illinois,0,4,4
214791,2017-10-22,966153,Connecticut,0,4,4
215055,2017-10-23,966895,California,2,2,4
212784,2017-10-10,956942,California,0,4,4
213622,2017-10-15,959126,Arizona,1,3,4
157207,2016-11-18,704568,Illinois,0,4,4
3083,2014-01-20,104902,Virginia,0,4,4
157751,2016-11-22,708421,California,1,3,4
144920,2016-09-05,648490,Pennsylvania,0,4,4
157996,2016-11-23,708777,Mississippi,0,4,4
161000,2016-12-11,723649,New York,0,4,4
145394,2016-09-08,651957,Texas,4,0,4
158095,2016-11-24,709276,New York,1,3,4
147043,2016-09-18,658226,Pennsylvania,0,4,4
158253,2016-11-25,710885,Alaska,4,0,4
163125,2016-12-24,733176,North Carolina,4,0,4
158334,2016-11-25,710467,Louisiana,0,4,4
158790,2016-11-28,712776,California,0,4,4
162055,2016-12-17,728286,North Carolina,0,4,4
223028,2017-12-12,1006150,Kentucky,0,4,4
160641,2016-12-09,725323,Texas,4,0,4
213026,2017-10-11,957562,Ohio,4,0,4
161317,2016-12-12,724930,Louisiana,0,4,4
160075,2016-12-05,720291,Kentucky,1,3,4
161694,2016-12-15,726945,North Carolina,2,2,4
213096,2017-10-12,957980,California,2,2,4
223528,2017-12-16,1009629,Mississippi,0,4,4
146359,2016-09-14,655512,Texas,1,3,4
213977,2017-10-17,962155,New York,0,4,4
159920,2016-12-04,717897,Indiana,1,3,4
1991,2014-01-13,96185,Michigan,0,4,4
9035,2014-03-13,114471,Tennessee,0,4,4
213888,2017-10-16,962623,Mississippi,1,3,4
146372,2016-09-14,655016,Wyoming,2,2,4
161240,2016-12-12,724667,California,1,3,4
146611,2016-09-16,656851,Texas,2,2,4
156900,2016-11-17,702958,Virginia,4,0,4
214329,2017-10-19,963219,Colorado,3,1,4
159436,2016-12-01,716001,California,1,3,4
160770,2016-12-09,722452,California,0,4,4
214540,2017-10-21,965251,Pennsylvania,0,4,4
146718,2016-09-16,656991,California,2,2,4
213735,2017-10-15,960036,Texas,2,2,4
158919,2016-11-28,713445,California,0,4,4
161891,2016-12-16,727555,Illinois,0,4,4
158811,2016-11-28,712796,Texas,1,3,4
223559,2017-12-16,1008827,Michigan,0,4,4
145850,2016-09-11,652962,Alabama,1,3,4
223171,2017-12-13,1007054,Ohio,1,3,4
161930,2016-12-16,727544,Illinois,2,2,4
145691,2016-09-10,652175,Florida,1,3,4
215661,2017-10-27,974411,California,0,4,4
10028,2014-03-21,117399,North Carolina,0,4,4
147044,2016-09-18,657854,Pennsylvania,0,4,4
153777,2016-10-29,688210,California,0,4,4
221865,2017-12-04,1001566,Pennsylvania,2,2,4
149140,2016-10-01,668279,Illinois,4,0,4
153436,2016-10-27,686312,Georgia,4,0,4
153584,2016-10-28,687375,Florida,0,4,4
148994,2016-10-01,668352,California,0,4,4
218319,2017-11-12,986816,Georgia,2,2,4
148967,2016-09-30,666524,Minnesota,3,1,4
10282,2014-03-23,117818,Texas,1,3,4
153677,2016-10-29,687940,Ohio,1,3,4
148786,2016-09-29,665995,California,1,3,4
148627,2016-09-28,664971,South Carolina,2,2,4
149166,2016-10-01,667099,South Carolina,4,0,4
218299,2017-11-12,986190,North Carolina,3,1,4
148607,2016-09-28,666870,California,0,4,4
153899,2016-10-30,688979,Ohio,0,4,4
218049,2017-11-11,985582,Texas,1,3,4
217973,2017-11-10,985057,Arizona,4,0,4
153934,2016-10-30,688788,Florida,0,4,4
10335,2014-03-23,117831,Tennessee,1,3,4
153986,2016-10-30,688841,New York,0,4,4
148310,2016-09-26,663789,Texas,0,4,4
154098,2016-10-31,689518,Louisiana,0,4,4
153069,2016-10-25,685379,Ohio,1,3,4
153020,2016-10-25,684711,Ohio,1,3,4
217870,2017-11-09,984455,Pennsylvania,0,4,4
151758,2016-10-17,678214,California,0,4,4
151072,2016-10-14,676278,Texas,2,2,4
10043,2014-03-21,117642,South Carolina,0,4,4
220081,2017-11-24,994436,Pennsylvania,3,1,4
2318,2014-01-15,96942,South Carolina,4,0,4
10104,2014-03-21,117136,Ohio,1,3,4
150381,2016-10-09,672217,California,1,3,4
10126,2014-03-22,118123,Florida,0,4,4
150152,2016-10-08,671717,New York,0,4,4
219214,2017-11-18,991017,Minnesota,0,4,4
221420,2017-12-02,999969,Michigan,0,4,4
219039,2017-11-17,990974,Louisiana,0,4,4
218583,2017-11-14,988824,California,2,2,4
10154,2014-03-22,117680,Missouri,0,4,4
2449,2014-01-16,97452,California,2,2,4
2191,2014-01-14,96792,California,0,4,4
149444,2016-10-03,668407,Minnesota,0,4,4
151790,2016-10-18,679290,California,0,4,4
151864,2016-10-18,679589,Alabama,1,3,4
221599,2017-12-03,1000406,New Jersey,1,3,4
221636,2017-12-03,1000491,Missouri,0,4,4
152448,2016-10-21,681946,Texas,0,4,4
221697,2017-12-03,1000479,Tennessee,1,3,4
217972,2017-11-10,984822,Ohio,0,4,4
148250,2016-09-26,663624,North Carolina,0,4,4
215865,2017-10-28,975817,Ohio,0,4,4
216433,2017-10-31,977366,Indiana,1,3,4
155996,2016-11-11,698255,Idaho,2,2,4
9458,2014-03-16,125855,Georgia,0,4,4
216845,2017-11-03,980258,California,0,4,4
9449,2014-03-16,115879,South Carolina,0,4,4
216817,2017-11-03,980004,New York,0,4,4
216804,2017-11-03,979651,Minnesota,0,4,4
156113,2016-11-12,698942,Missouri,1,3,4
156169,2016-11-12,700363,Missouri,1,3,4
151039,2016-10-13,675993,Illinois,0,4,4
147810,2016-09-23,662035,Tennessee,1,3,4
216103,2017-10-29,975600,Texas,1,3,4
9477,2014-03-16,117591,Texas,3,1,4
147747,2016-09-23,666682,Texas,1,3,4
10441,2014-03-24,118721,North Carolina,3,1,4
147252,2016-09-19,658936,Mississippi,1,3,4
147107,2016-09-18,657863,Virginia,1,3,4
222564,2017-12-09,1004454,Massachusetts,0,4,4
147051,2016-09-18,657843,Ohio,0,4,4
156286,2016-11-13,699332,Texas,0,4,4
215915,2017-10-28,974704,Virginia,1,3,4
156307,2016-11-13,699316,Florida,0,4,4
9379,2014-03-16,115340,North Carolina,0,4,4
155954,2016-11-11,699863,Texas,0,4,4
155841,2016-11-10,697313,Pennsylvania,3,1,4
217841,2017-11-09,1014364,Utah,4,0,4
9552,2014-03-17,118881,New York,0,4,4
217820,2017-11-09,984663,Texas,0,4,4
154460,2016-11-02,691690,Florida,2,2,4
154646,2016-11-03,692315,New Jersey,2,2,4
154687,2016-11-03,692020,Illinois,2,2,4
154820,2016-11-04,693307,Pennsylvania,0,4,4
2606,2014-01-17,97930,California,2,2,4
2650,2014-01-17,97226,Florida,3,1,4
155059,2016-11-05,693624,Florida,1,3,4
155086,2016-11-05,693438,Texas,0,4,4
222090,2017-12-06,1002514,Illinois,0,4,4
155468,2016-11-08,695910,California,2,2,4
155794,2016-11-10,698629,Texas,4,0,4
217124,2017-11-04,980060,California,1,3,4
148177,2016-09-25,662548,Illinois,1,3,4
222499,2017-12-09,1004396,North Carolina,3,1,4
10360,2014-03-23,172722,California,1,3,4
216972,2017-11-04,980269,Texas,0,4,4
155610,2016-11-09,697377,Illinois,1,3,4
155674,2016-11-09,696352,Tennessee,0,4,4
216967,2017-11-04,980192,Ohio,0,4,4
216966,2017-11-04,980170,California,1,3,4
155732,2016-11-10,698383,Texas,1,3,4
192128,2017-06-10,865186,Tennessee,0,4,4
210526,2017-09-26,942830,Maryland,2,2,4
163350,2016-12-25,735947,Alabama,0,4,4
182099,2017-04-15,821651,Illinois,0,4,4
198882,2017-07-18,893726,Wisconsin,0,4,4
6816,2014-02-20,108691,Indiana,4,0,4
180885,2017-04-09,815246,Indiana,1,3,4
180943,2017-04-09,815227,Texas,1,3,4
181040,2017-04-10,815812,California,3,1,4
181652,2017-04-13,818932,Georgia,1,3,4
198431,2017-07-15,891291,Pennsylvania,1,3,4
198354,2017-07-15,891092,Illinois,0,4,4
198060,2017-07-13,889758,South Carolina,4,0,4
181934,2017-04-15,820565,Indiana,0,4,4
181980,2017-04-15,821640,Illinois,0,4,4
197834,2017-07-12,888382,Alabama,4,0,4
182025,2017-04-15,822750,California,0,4,4
197828,2017-07-12,888730,California,0,4,4
182130,2017-04-15,821055,Pennsylvania,0,4,4
8586,2014-03-09,113231,Wisconsin,0,4,4
182136,2017-04-16,821667,California,0,4,4
182256,2017-04-16,821723,North Carolina,0,4,4
182260,2017-04-16,822223,Illinois,0,4,4
197227,2017-07-08,886002,Illinois,0,4,4
182961,2017-04-20,824924,Washington,1,3,4
183025,2017-04-20,825111,Kentucky,0,4,4
197019,2017-07-07,890129,Pennsylvania,4,0,4
183069,2017-04-21,825694,Florida,2,2,4
196754,2017-07-06,884764,Mississippi,0,4,4
196709,2017-07-05,883282,Illinois,2,2,4
184017,2017-04-26,829647,Georgia,1,3,4
196694,2017-07-05,883052,Georgia,0,4,4
184053,2017-04-26,829073,Florida,0,4,4
184322,2017-04-27,830984,New Jersey,1,3,4
198897,2017-07-18,893712,New Jersey,1,3,4
198916,2017-07-18,893752,Arizona,0,4,4
180521,2017-04-07,813877,North Carolina,3,1,4
199034,2017-07-19,894504,California,1,3,4
202255,2017-08-06,907546,New York,0,4,4
202034,2017-08-05,907247,New Jersey,0,4,4
202015,2017-08-05,907611,South Carolina,1,3,4
177969,2017-03-24,801786,Pennsylvania,0,4,4
178051,2017-03-25,802837,Ohio,2,2,4
178059,2017-03-25,803460,Michigan,1,3,4
178070,2017-03-25,802488,Pennsylvania,1,3,4
202001,2017-08-05,906568,Florida,1,3,4
201774,2017-08-03,905132,Florida,0,4,4
178201,2017-03-26,803689,Ohio,2,2,4
7093,2014-02-22,109142,California,0,4,4
201623,2017-08-03,906126,District of Columbia,1,3,4
201524,2017-08-02,904907,Indiana,2,2,4
201464,2017-08-02,904329,Maryland,0,4,4
7068,2014-02-22,109255,California,0,4,4
201259,2017-08-01,903853,Illinois,0,4,4
7012,2014-02-22,109050,Tennessee,0,4,4
179012,2017-03-30,807691,Ohio,4,0,4
179039,2017-03-30,807618,Illinois,4,0,4
201200,2017-07-31,903848,Colorado,2,2,4
201091,2017-07-31,903090,Illinois,0,4,4
201077,2017-07-30,902187,Texas,1,3,4
200698,2017-07-28,900963,Delaware,0,4,4
200116,2017-07-25,898448,Florida,1,3,4
199768,2017-07-23,896444,Illinois,1,3,4
199699,2017-07-23,896889,Louisiana,0,4,4
179754,2017-04-03,810756,Pennsylvania,3,1,4
180355,2017-04-06,813028,Louisiana,1,3,4
199122,2017-07-19,894157,Ohio,2,2,4
184408,2017-04-28,831201,Pennsylvania,0,4,4
184493,2017-04-28,830604,Connecticut,0,4,4
184527,2017-04-29,835459,California,1,3,4
186896,2017-05-12,841800,Ohio,4,0,4
193532,2017-06-18,869877,Illinois,0,4,4
193513,2017-06-18,870222,District of Columbia,0,4,4
187320,2017-05-14,843590,Texas,0,4,4
187651,2017-05-16,845364,South Carolina,3,1,4
193338,2017-06-17,869838,Illinois,0,4,4
188459,2017-05-21,849215,Arizona,0,4,4
6043,2014-02-12,106243,California,1,3,4
188604,2017-05-21,848680,Iowa,1,3,4
193333,2017-06-17,870529,New York,0,4,4
5493,2014-02-07,104618,Ohio,4,0,4
5986,2014-02-12,106481,California,1,3,4
193060,2017-06-15,868042,Virginia,1,3,4
189369,2017-05-26,852676,Florida,0,4,4
189617,2017-05-27,853032,New York,0,4,4
192863,2017-06-14,868147,Ohio,0,4,4
192778,2017-06-13,866412,Maryland,0,4,4
190156,2017-05-29,855113,Kentucky,1,3,4
190325,2017-05-30,855764,Ohio,1,3,4
190569,2017-06-01,857443,Missouri,3,1,4
192722,2017-06-13,866448,Maryland,2,2,4
190843,2017-06-02,858877,California,1,3,4
190987,2017-06-03,858810,Missouri,2,2,4
191034,2017-06-03,859253,Louisiana,0,4,4
191239,2017-06-04,860792,Indiana,4,0,4
192657,2017-06-13,869474,Missouri,0,4,4
5571,2014-02-08,104987,Oklahoma,0,4,4
191500,2017-06-06,860715,California,3,1,4
192303,2017-06-11,865371,Texas,0,4,4
192268,2017-06-11,864852,Tennessee,0,4,4
144819,2016-09-05,647905,New York,2,2,4
186548,2017-05-10,840339,New Jersey,1,3,4
184566,2017-04-29,832063,Virginia,0,4,4
5436,2014-02-06,105010,Louisiana,0,4,4
184605,2017-04-29,831667,Maryland,1,3,4
5070,2014-02-03,140117,Texas,4,0,4
196395,2017-07-04,883489,North Carolina,1,3,4
196370,2017-07-04,882665,Florida,0,4,4
184663,2017-04-29,834788,California,0,4,4
196132,2017-07-03,882422,Alabama,3,1,4
196119,2017-07-03,881921,Michigan,1,3,4
196025,2017-07-02,880738,South Carolina,0,4,4
195912,2017-07-02,881700,New Jersey,0,4,4
195872,2017-07-01,880813,California,0,4,4
195791,2017-07-01,880861,North Carolina,0,4,4
195769,2017-07-01,883656,Illinois,0,4,4
195767,2017-07-01,880808,New Jersey,2,2,4
5227,2014-02-05,104218,Illinois,1,3,4
6405,2014-02-16,107362,Michigan,0,4,4
195380,2017-06-28,878189,Ohio,1,3,4
195198,2017-06-28,878678,Florida,1,3,4
185182,2017-05-02,834832,Florida,1,3,4
5279,2014-02-05,104105,Florida,1,3,4
194851,2017-06-25,876010,District of Columbia,0,4,4
185500,2017-05-04,835961,Michigan,1,3,4
194831,2017-06-25,875886,Missouri,1,3,4
5285,2014-02-05,196110,Florida,2,2,4
194609,2017-06-24,876076,New Jersey,0,4,4
194595,2017-06-24,874807,California,2,2,4
186299,2017-05-09,839846,Kansas,3,1,4
194571,2017-06-24,874884,North Carolina,0,4,4
186317,2017-05-09,839228,Texas,1,3,4
194029,2017-06-21,873599,Alabama,0,4,4
177731,2017-03-23,801455,Maryland,3,1,4
203194,2017-08-12,912093,Missouri,1,3,4
203464,2017-08-13,912322,California,0,4,4
167021,2017-01-15,752249,Colorado,3,1,4
191824,2017-06-08,862587,Pennsylvania,4,0,4
210461,2017-09-26,942628,Pennsylvania,1,3,4
210455,2017-09-26,942522,Tennessee,0,4,4
210267,2017-09-24,940644,New York,0,4,4
167923,2017-01-20,756015,California,0,4,4
210236,2017-09-24,941257,New Jersey,1,3,4
210144,2017-09-24,941144,Maryland,0,4,4
168086,2017-01-21,756504,Tennessee,2,2,4
210073,2017-09-23,940199,Connecticut,0,4,4
168204,2017-01-22,757001,Georgia,3,1,4
168317,2017-01-22,757032,Illinois,0,4,4
168322,2017-01-22,757153,Texas,1,3,4
210070,2017-09-23,940142,Connecticut,2,2,4
168908,2017-01-27,1025158,Washington,4,0,4
208987,2017-09-17,936028,Michigan,1,3,4
168973,2017-01-27,763206,Texas,3,1,4
169287,2017-01-29,762706,Arizona,1,3,4
208606,2017-09-15,933957,Illinois,4,0,4
169363,2017-01-29,762865,Maryland,3,1,4
208386,2017-09-13,932181,Washington,1,3,4
208370,2017-09-13,932906,Pennsylvania,0,4,4
208347,2017-09-13,932619,Pennsylvania,0,4,4
3716,2014-01-25,100379,Maryland,3,1,4
169463,2017-01-30,764020,Minnesota,0,4,4
169617,2017-01-31,765559,Tennessee,0,4,4
169631,2017-01-31,765153,District of Columbia,0,4,4
170363,2017-02-05,768513,Florida,3,1,4
7927,2014-03-02,111377,Tennessee,0,4,4
170541,2017-02-06,768243,Mississippi,4,0,4
167122,2017-01-16,752756,Texas,0,4,4
210859,2017-09-28,944448,Louisiana,1,3,4
170606,2017-02-06,768916,Pennsylvania,2,2,4
166991,2017-01-15,751064,Illinois,1,3,4
212511,2017-10-08,954792,Missouri,0,4,4
164241,2016-12-30,737991,Alabama,2,2,4
164246,2016-12-30,738576,Connecticut,2,2,4
212375,2017-10-07,954428,Arizona,0,4,4
164275,2016-12-31,738749,Texas,1,3,4
8567,2014-03-09,113156,Ohio,3,1,4
164408,2016-12-31,740447,Georgia,2,2,4
212360,2017-10-07,954458,Texas,0,4,4
164539,2017-01-01,739451,Texas,1,3,4
164541,2017-01-01,740442,South Carolina,4,0,4
8519,2014-03-08,113255,California,1,3,4
211944,2017-10-05,952720,Arizona,4,0,4
8506,2014-03-08,113102,New Jersey,1,3,4
211903,2017-10-04,952917,California,0,4,4
165158,2017-01-03,744381,Oregon,4,0,4
165189,2017-01-03,742001,Texas,0,4,4
165208,2017-01-04,742542,California,3,1,4
165492,2017-01-06,744799,California,2,2,4
211593,2017-10-03,952220,Florida,0,4,4
211470,2017-10-02,950362,Florida,3,1,4
165727,2017-01-07,745236,Michigan,1,3,4
3316,2014-01-21,98844,Georgia,1,3,4
165849,2017-01-08,745687,Kentucky,3,1,4
166204,2017-01-10,748479,Colorado,4,0,4
166316,2017-01-11,748348,Illinois,1,3,4
166373,2017-01-11,748152,New Jersey,1,3,4
